CountyFipsCode	BuildingCode	StructureCode	StructureNbr	LandSqft	LivingSqft	GarageSqft	BasementSqft	BasementFinishedSqft	AtticSqft	Bedrooms	TotalRooms	TotalBaths	FirePlaces	YearBuilt	EffectiveYearBuilt	Condition	ConditionCode	Quality	QualityCode	GarageCarportCode	GarageNoOfCars	HasPatioPorch	PatioPorchCode	HasPool	PoolCode	Zonning	LandValue	ImprovementValue	TotalValue	AssessedYear	PropTaxAmount	City	State	Zip	Latitude	Longitude	BuildingShapeCode	ConstructionCode	Stories	UnitsInBuilding	FoundationCode	ExteriorCode	RoofCode	CoolingCode	HeatingCode	HeatingSourceCode	IsWaterfront	View	ViewScore	LastSaleDate	LastSalePrice	DocType	DeedType	TransType	ArmsLengthFlag	DistressCode	StatusDate	SellDate	SellPrice	OwnerOccupied	DistrsdProp	IsFixer
53033	1		1	49118	1711	0	0	0	0	3	0	3	1	2003	0	FAI	2	QAV	6	GB2	0	False		False		NB	60399	393599	454000	2016	5348		WA	98177	47.771	-122.381		0	2	27							False	12	2	2007-05-08 00:00:00	509000	W		R	True		2012-12-05 17:14:00	2007-05-08	509000	True	0	0.0
53033	9		1	24600	1944	0	0	0	0	2	0	2	1	1970	0	AVE	3	QGO	8	GB2	0	False		False		LR3	86099	1224899	1311000	2016	12157		WA	98102	47.624	-122.324		1	12	64							False	12	2	2008-02-29 00:00:00	1140000	W		R	True		2017-02-17 00:00:00	2008-02-29		True	0	0.0
53033	9		1	425059	1019	0	0	0	0	1	0	1	1	1980	0	FAI	2	QAV	6	C 1	0	False		False		R20	38799	184199	223000	2016	1957		WA	98007	47.647	-122.145		0	3	176							False	12	2	1997-04-14 00:00:00	92000			R	True		2012-12-05 17:13:00	2005-06-29	175500	False	0	0.0
53033	9		1	50576	1460	0	0	0	0	3	0	3	1	1983	0	FAI	2	QAV	6	G 1	0	False		False		CA	56499	175499	232000	2016	697		WA	98059	47.491	-122.164		0	2	18							False	12	2	1990-06-15 00:00:00	104000			R	True		2007-10-15 15:15:00	1990-06-15		True	0	0.0
53033	1		1	263774	759	0	0	0	0	1	0	1	1	1988	0	FAI	2	QAV	6		0	False		False		R20	42999	164999	208000	2016	1826		WA	98006	47.576	-122.167		0	3	116							False	12	2	2005-02-15 00:00:00	152940	W		R	True		2017-02-17 00:00:00	2005-02-15	152940	False	0	0.0
53033	1		1	23401	945	0	0	0	0	1	0	2	1	2007	0	FAI	2	QAV	6	GB1	0	False		False		NC240	47299	395699	443000	2016	4162		WA	98103	47.679	-122.356		1	1	54							False	12	2	2008-02-04 00:00:00	429990	W		R	True		2017-02-17 00:00:00	2008-02-04	429990	True	0	0.0
53033	9		1	103455	1654	0	0	0	0	2	0	3	1	1996	0	FAI	2	QAV	6	G 2	0	False		False		RMF	54299	239699	294000	2016	3934		WA	98059	47.508	-122.156		0	2	20							False	12	2	2003-09-09 00:00:00	235000	G		R	True		2017-02-17 00:00:00	2003-09-09	235000	False	0	0.0
53033	1		1	780789	1207	0	0	0	0	2	0	2	1	1978	0	FAI	2	QAV	6	C 1	0	False		False		RM1800	24400	97600	122000	2016	1783		WA	98023	47.316	-122.357		0	2	201							False	12	2	1999-05-27 00:00:00	86000			R	True		2017-02-17 00:00:00	1999-05-27	86000	True	0	0.0
53033	1		1	7845	1353	0	0	0	0	2	0	2	1	1991	0	FAI	2	QAV	6	GB2	0	False		False		PLA 7B	147899	379099	527000	2016	5118		WA	98033	47.679	-122.204		0	2	4							False	15	3	1993-04-29 00:00:00	225000			R	True		2017-02-17 00:00:00	1993-04-29		True	0	0.0
53033	1		1	82871	1020	0	0	0	0	2	0	2	1	1968	0	FAI	2	QAV	6	GB1	0	False		False		L2	40299	386699	427000	2016	4086		WA	98116	47.573	-122.414		0	3	53							False	5	3	1997-08-07 00:00:00	170000			R	True		2017-02-17 00:00:00	1997-08-07		False	0	0.0
